song,artist,total_phrase,phrase_count,lyric
hurricane,ani difranco,100,68,Up to some paradise
hurricane,ani difranco,100,69,Where the trout streams flow and the air is nice
hurricane,ani difranco,100,70,And ride a horse along a trail
hurricane,ani difranco,100,71,But then they took him to the jailhouse
hurricane,ani difranco,100,72,Where they try to turn a man into a mouse
hurricane,ani difranco,100,73,All of Rubin's cards were marked in advance
hurricane,ani difranco,100,74,The trial was a pig-circus, he never had a chance
hurricane,ani difranco,100,75,The judge made Rubin's witnesses drunkards from the slums
hurricane,ani difranco,100,76,To the white folks who watched he was a revolutionary bum
hurricane,ani difranco,100,77,And to the black folks he was just a crazy nigger
hurricane,ani difranco,100,78,No one doubted that he pulled the trigger
hurricane,ani difranco,100,79,And though they could not produce the gun
hurricane,ani difranco,100,80,The D.A. said he was the one who did the deed
hurricane,ani difranco,100,81,And the all-white jury agreed
hurricane,ani difranco,100,82,Rubin Carter was falsely tried
hurricane,ani difranco,100,83,The crime was murder one, guess who testified?
hurricane,ani difranco,100,84,Bello and Bradley and they both baldly lied
hurricane,ani difranco,100,85,And the newspapers, they all went along for the ride
hurricane,ani difranco,100,86,How can the life of such a man
hurricane,ani difranco,100,87,Be in the palm of some fool's hand?
hurricane,ani difranco,100,88,To see him obviously framed
hurricane,ani difranco,100,89,Couldn't help but make me feel ashamed to live in a land
hurricane,ani difranco,100,90,Where justice is a game
hurricane,ani difranco,100,91,Now all the criminals in their coats and their ties
hurricane,ani difranco,100,92,Are free to drink martinis and watch the sun rise
hurricane,ani difranco,100,93,While Rubin sits like Buddha in a ten-foot cell
hurricane,ani difranco,100,94,An innocent man in a living hell
hurricane,ani difranco,100,95,That's the story of the hurricane
hurricane,ani difranco,100,96,But it won't be over till they clear his name
hurricane,ani difranco,100,97,And give him back the time he's done
hurricane,ani difranco,100,98,Put in a prison cell, but one time he could-a been
hurricane,ani difranco,100,99,The champion of the world
fuel,ani difranco,69,0,They were digging a new foundation in Manhattan
fuel,ani difranco,69,1,And they discovered a slave cemetery there
fuel,ani difranco,69,2,May their souls rest easy now that lynching is frowned upon
fuel,ani difranco,69,3,And we've moved on to the electric chair
fuel,ani difranco,69,4,And I wonder who's gonna be president
fuel,ani difranco,69,5,Tweedle Dumb or Tweedle Dumber?
fuel,ani difranco,69,6,And who's gonna have the big
fuel,ani difranco,69,7,Blockbuster box office
fuel,ani difranco,69,8,This summer
fuel,ani difranco,69,9,How 'bout we put up a wall
fuel,ani difranco,69,10,Between the houses and the highway
fuel,ani difranco,69,11,And then you can go your way
fuel,ani difranco,69,12,And I can go my way
fuel,ani difranco,69,13,Except all the radios agree with all the TV's
fuel,ani difranco,69,14,And all the magazines agree with all the radios
fuel,ani difranco,69,15,And I keep hearing that same damn song
fuel,ani difranco,69,16,Everywhere I go
fuel,ani difranco,69,17,Maybe I should put a bucket over my head
fuel,ani difranco,69,18,And a marshmallow in each ear
fuel,ani difranco,69,19,And stumble around for another dumb numb week
fuel,ani difranco,69,20,For another hum drum hit song to appear
fuel,ani difranco,69,21,People used to make records
fuel,ani difranco,69,22,As in a record of an event
fuel,ani difranco,69,23,The event of people
fuel,ani difranco,69,24,Playing music in a room
fuel,ani difranco,69,25,Now everything is cross-marketing
fuel,ani difranco,69,26,It's about sunglasses and shoes
fuel,ani difranco,69,27,Or guns or drugs
fuel,ani difranco,69,28,You choose
fuel,ani difranco,69,29,We got it rehashed
fuel,ani difranco,69,30,We got it half-assed
fuel,ani difranco,69,31,We're digging up all the graves
fuel,ani difranco,69,32,And we're spitting on the past
fuel,ani difranco,69,33,And we can choose between the colors
fuel,ani difranco,69,34,Of the lipstick on the whores
fuel,ani difranco,69,35,'cause we know the difference
fuel,ani difranco,69,36,Between the font of twenty percent more
fuel,ani difranco,69,37,And the font of teriyaki
fuel,ani difranco,69,38,You tell me
fuel,ani difranco,69,39,How does that make you feel?
fuel,ani difranco,69,40,You tell me what's real
fuel,ani difranco,69,41,They say that alcoholics are always alcoholics
fuel,ani difranco,69,42,Even when they're dry as my lips for years
fuel,ani difranco,69,43,Even when they're stranded on a small desert island
fuel,ani difranco,69,44,With no place in two thousand miles to buy beer
fuel,ani difranco,69,45,And I wonder is he different
fuel,ani difranco,69,46,Is he different
fuel,ani difranco,69,47,Has he changed
fuel,ani difranco,69,48,What he's about
fuel,ani difranco,69,49,Or is he just a liar
fuel,ani difranco,69,50,With nothing to lie about
fuel,ani difranco,69,51,Am I headed for the same brick wall
fuel,ani difranco,69,52,Is there anything I can do
fuel,ani difranco,69,53,About anything at all
fuel,ani difranco,69,54,Except go back to that corner in Manhattan
fuel,ani difranco,69,55,And dig deeper
fuel,ani difranco,69,56,Dig deeper this time
fuel,ani difranco,69,57,Down beneath the impossible pain of our history
fuel,ani difranco,69,58,Beneath unknown bones
fuel,ani difranco,69,59,Beneath the bedrock of the mystery
fuel,ani difranco,69,60,Beneath the sewage system and the path train
fuel,ani difranco,69,61,Beneath the cobblestones and the water main
fuel,ani difranco,69,62,Beneath the traffic of friendships and street deals
fuel,ani difranco,69,63,Beneath the screeching of kamikaze cab wheels
fuel,ani difranco,69,64,Beneath everything I can think of to think about
fuel,ani difranco,69,65,Beneath it all
fuel,ani difranco,69,66,Beneath all get out
fuel,ani difranco,69,67,Beneath the good and the kind and the stupid and the cruel
fuel,ani difranco,69,68,There's a fire that's just waiting for fuel
pacifics,digable planets,60,0,Butterfly searching for a relax
pacifics,digable planets,60,1,Pulling from the jazz stacks cause it's Sunday
pacifics,digable planets,60,2,On the air is incense, sounds to the ceiling
pacifics,digable planets,60,3,Tried to get this feeling since Monday
pacifics,digable planets,60,4,Looking out the window watching all the people go
pacifics,digable planets,60,5,Bugging off a funny vibe cause now it seems they're equal
pacifics,digable planets,60,6,Wonder what would Trane say wonder what my pop say
pacifics,digable planets,60,7,Bugging off the calmness in the Apple
pacifics,digable planets,60,8,Who me I'm cooling in New York
pacifics,digable planets,60,9,I'm chilling in New York
pacifics,digable planets,60,10,The hoods is on my block and the brother's at the court
pacifics,digable planets,60,11,The baseball hats is on and the projects is calm
pacifics,digable planets,60,12,Dreamtime's extended and highly recommended
pacifics,digable planets,60,13,But early birds like me's up checking out the scene
pacifics,digable planets,60,14,The early worms jog, forget about your job
pacifics,digable planets,60,15,Just come dig the essence while the decadence is hidden
pacifics,digable planets,60,16,When people act like people, the theory is in pigeon
pacifics,digable planets,60,17,If you know the norm it's like Hades transformed
pacifics,digable planets,60,18,On Sunday's early hours the city sprouts its flowers
pacifics,digable planets,60,19,So get with the rhythms while you getting with the Planets
pacifics,digable planets,60,20,Vibe off the jams but don't take em for granted, just chill
pacifics,digable planets,60,21,We venture through the streets in search of funky beats
pacifics,digable planets,60,22,Extensive is the travels and it's heavy on the sneaks
pacifics,digable planets,60,23,Ye it's kicking out the speakers of the Sunday morning jeepers
pacifics,digable planets,60,24,My man do Planets do it lovely
pacifics,digable planets,60,25,Am I my brother's keeper
pacifics,digable planets,60,26,We foot it to the park where the swoon units walk
pacifics,digable planets,60,27,And sit with the phoenicians digging on musicians
pacifics,digable planets,60,28,Hanging with the rebels sipping on a Snapple
pacifics,digable planets,60,29,Bugging with my crew just tripping in the Apple
pacifics,digable planets,60,30,You be thinking peace when you're vibing with your flock
pacifics,digable planets,60,31,But you be thinking damn everybody got a Glock
pacifics,digable planets,60,32,If you got some beef please express that in silence
pacifics,digable planets,60,33,Or else, violence
pacifics,digable planets,60,34,But right here is the life, it's the children of the concrete
pacifics,digable planets,60,35,Living off the fruits and the functions of the fat beats
pacifics,digable planets,60,36,Hip-hop's all around, the members is growing
pacifics,digable planets,60,37,Please dig on the sounds cause the good vibes they snowing, so chill
pacifics,digable planets,60,38,Wake up, praying that the game's on
pacifics,digable planets,60,39,Maybe it's the Running Rebs, maybe it's the Knicks
pacifics,digable planets,60,40,Maybe it's a rerun of an old TV show
pacifics,digable planets,60,41,Like Hawaii 5-0 or karate flicks
pacifics,digable planets,60,42,Maybe if the phone rings Butterfly will take wings
pacifics,digable planets,60,43,Speaking on some cool things fronting like I cope
pacifics,digable planets,60,44,Born unto flat ground now I'm chilling shaky ground
pacifics,digable planets,60,45,Reaching for Pacific Heights Sunday is my rope, dig it
pacifics,digable planets,60,46,Sunday's to relax
pacifics,digable planets,60,47,Sunday's to relax
pacifics,digable planets,60,48,Some Sunday morning drama is calling up my Mama
pacifics,digable planets,60,49,The hot line is in I guess the ? knew the deal
pacifics,digable planets,60,50,Vibing off the jams of the crews on Sugarhill
pacifics,digable planets,60,51,Lay around and think ain't nothing to do
pacifics,digable planets,60,52,Checking out some Fromm, some Sartre, Camus
pacifics,digable planets,60,53,Mingus' Ah Um, damn Roach can drum
pacifics,digable planets,60,54,The DP's are life, there they go, here they come
pacifics,digable planets,60,55,It's time to grab some loot, put on the Timber boots
pacifics,digable planets,60,56,Checking out some Dali's like Tasha and Kamali
pacifics,digable planets,60,57,New York is a museum with its posters and graffiti
pacifics,digable planets,60,58,If you're in the city on Sunday
pacifics,digable planets,60,59,Come check me, get with me
here i come,fergie,64,0,Yeah
here i come,fergie,64,1,Yeah
here i come,fergie,64,2,Yeah
here i come,fergie,64,3,Ain't nobody rock it like this
here i come,fergie,64,4,Ain't nobody out there swift like this
here i come,fergie,64,5,Everywhere I go all I hear is this (you're all right)
here i come,fergie,64,6,Yes, I must confess
here i come,fergie,64,7,And it's true we keeps it fresh
here i come,fergie,64,8,Cause keepin' it fresh is my main interest
here i come,fergie,64,9,Just stayin' consistent flippin' them hits
here i come,fergie,64,10,Can't hate on this
here i come,fergie,64,11,[Bridge]
here i come,fergie,64,12,So hate if you wanna wanna
here i come,fergie,64,13,Cause that ain't gon' make me wanna
here i come,fergie,64,14,Gon' stop what I'm doin' to you
here i come,fergie,64,15,Co' ma beat go bu-mp, bu-mp
here i come,fergie,64,16,In the club they be jumpin', jumpin'
here i come,fergie,64,17,To the bass that's like pumpin', pumpin'
here i come,fergie,64,18,And the girls like the speakers thumpin'
here i come,fergie,64,19,Cause I told 'em to shake they humps
here i come,fergie,64,20,[Chorus:]
here i come,fergie,64,21,And any minute I'll be rollin' through
here i come,fergie,64,22,So get ready, so get ready
here i come,fergie,64,23,And any minute I'll be comin' through
here i come,fergie,64,24,So get ready, so get ready
here i come,fergie,64,25,Cause here I come; get ready, 'cause here I come
here i come,fergie,64,26,Comin' for ya, baby (get ready, 'cause here I come)
here i come,fergie,64,27,Takin' ya higher now (get ready, 'cause here I come)
here i come,fergie,64,28,Get ready, 'cause here I come
here i come,fergie,64,29,Ain't nobody rip it like me
here i come,fergie,64,30,F to the E-R-G-I-E
here i come,fergie,64,31,I rock it hardcore for my fly ladies
here i come,fergie,64,32,I rock it, yes indeed
here i come,fergie,64,33,I represent Los Angeles City
here i come,fergie,64,34,Hacienda Heights is the vicinity
here i come,fergie,64,35,Old school homies still rollin' with me
here i come,fergie,64,36,Money don't change me
here i come,fergie,64,37,[Bridge]
here i come,fergie,64,38,So hate if u gotta gotta,
here i come,fergie,64,39,Cause I gotta lotta, lotta
here i come,fergie,64,40,Fans that I holla, holla
here i come,fergie,64,41,I'm makin' it hot, hot
here i come,fergie,64,42,In the club they be jumpin', jumpin'
here i come,fergie,64,43,To the bass thats like pumpin', pumpin'
here i come,fergie,64,44,And the girls like the speakers thumpin'
here i come,fergie,64,45,Cause I told 'em to shake they humps
here i come,fergie,64,46,Oh!
here i come,fergie,64,47,[Chorus]
here i come,fergie,64,48,[will.i.am]
here i come,fergie,64,49,Will.i.am steppin' in just like a gentleman
here i come,fergie,64,50,Dressed to impress just to mess with them feminines
here i come,fergie,64,51,Buy you long island but my name ain't Gilligan
here i come,fergie,64,52,If I get you tipsy, do you mind if I fill him in?
here i come,fergie,64,53,How ya doin'? Yeah, yeah, what's the dealy?
here i come,fergie,64,54,You can call me Willy, you can call me Billy
here i come,fergie,64,55,You can call me whatever you'd like, no, really
here i come,fergie,64,56,Just don't call me up 'cause I got a milli-on dollars in the bank
here i come,fergie,64,57,Gotta be frank
here i come,fergie,64,58,Captain Hook chicks quick to make you walk the plank
here i come,fergie,64,59,Pirates of the Caribbean; I ain't bein' robbed for my dividends for not seein' it comin'
here i come,fergie,64,60,I keep movin' and runnin', I keep shootin' and gunnin'
here i come,fergie,64,61,I'm holdin it down, I ain't foolin' around
here i come,fergie,64,62,Will.i.am bring the heat in your town
here i come,fergie,64,63,[Chorus]
wake up,fergie,33,0,What!
wake up,fergie,33,1,Uh uh
wake up,fergie,33,2,Ah-huh
wake up,fergie,33,3,Give it to me now
wake up,fergie,33,4,Well, why do I keep pulling out the roots in my hair?
wake up,fergie,33,5,I'm picking at my face, its obvious there's nothing there
wake up,fergie,33,6,What do keep at the edge of my skin?
wake up,fergie,33,7,It feels so good to have a taste of what I'm crawling in.
wake up,fergie,33,8,I got to go, I got to leave
wake up,fergie,33,9,The waves are changed today I'm pulling me
wake up,fergie,33,10,Even though I go with hip-hop, today, its taking to your next game*
wake up,fergie,33,11,[Chorus:]
wake up,fergie,33,12,Wake up, wake up
wake up,fergie,33,13,Wake up, wake up
wake up,fergie,33,14,Cuz I'll be leaving you today now
wake up,fergie,33,15,Shake up, shake up, don't breakup breakup
wake up,fergie,33,16,Take your lips off mine
wake up,fergie,33,17,Who could see these words are swinging?
wake up,fergie,33,18,Wake up, wake up, wake up, wake up,
wake up,fergie,33,19,What did you keep coming out two sides of your mouth?
wake up,fergie,33,20,You didn't think I had hit my people on how your selling out
wake up,fergie,33,21,What did you think making your decision I'm dumb
wake up,fergie,33,22,Manipulative, Calculative, and a pet, you thought
wake up,fergie,33,23,I didn't know I couldn't see,
wake up,fergie,33,24,The spade and plain plan for using me
wake up,fergie,33,25,Like the picture you counterfeit its time to say good-night,
wake up,fergie,33,26,Its not a reason to say Good-bye, good-bye, buhbye
wake up,fergie,33,27,[Chorus]
wake up,fergie,33,28,The coffee is brewing now...
wake up,fergie,33,29,As for me pouring out
wake up,fergie,33,30,Eyes open now I see,
wake up,fergie,33,31,All that you take from me!
wake up,fergie,33,32,[Chorus]
old manhattan melodies,gary brooker,29,0,(Gary Brooker/Pete Sinfield)
old manhattan melodies,gary brooker,29,1,Wouldn't changed a single word
old manhattan melodies,gary brooker,29,2,Or touch a single note
old manhattan melodies,gary brooker,29,3,Of those old songs those New York Songs
old manhattan melodies,gary brooker,29,4,Of love that we once wrote
old manhattan melodies,gary brooker,29,5,And though it hurts now we're apart
old manhattan melodies,gary brooker,29,6,And different dreams pursue
old manhattan melodies,gary brooker,29,7,Fragments of those songs remain
old manhattan melodies,gary brooker,29,8,In whispered shades of blue
old manhattan melodies,gary brooker,29,9,Old Manhattan melodies
old manhattan melodies,gary brooker,29,10,Echo through my broken heart and call me back to you
old manhattan melodies,gary brooker,29,11,Old Manhattan melodies . . .
old manhattan melodies,gary brooker,29,12,Why Oh why the echoes cry I only wish I knew
old manhattan melodies,gary brooker,29,13,Lighthouse shine in Quarter time
old manhattan melodies,gary brooker,29,14,And guide me from this coast
old manhattan melodies,gary brooker,29,15,In case I run around once more
old manhattan melodies,gary brooker,29,16,And meet you or your ghost
old manhattan melodies,gary brooker,29,17,I 'ver tried I can't turn back the clock
old manhattan melodies,gary brooker,29,18,Your ships too long at sea
old manhattan melodies,gary brooker,29,19,A dream the river stole away
old manhattan melodies,gary brooker,29,20,Oh Misty Melody ...
old manhattan melodies,gary brooker,29,21,Old Manhattan melodies . . .
old manhattan melodies,gary brooker,29,22,Echo through my aching heart and tell me you're still true
old manhattan melodies,gary brooker,29,23,Old Manhattan melodies
old manhattan melodies,gary brooker,29,24,Why Oh why the whole world cries I only wish I knew
old manhattan melodies,gary brooker,29,25,Old Manhattan melodies .. .
old manhattan melodies,gary brooker,29,26,Every note a memory some happy and some blue
old manhattan melodies,gary brooker,29,27,Old Manhattan melodies . . .
old manhattan melodies,gary brooker,29,28,Whisper through my lonely heart and call me back to you.
avenue a,the dictators,29,0,Benny got a new tattoo
avenue a,the dictators,29,1,Down at the St. Mark's Zoo
avenue a,the dictators,29,2,He walked down to the park
avenue a,the dictators,29,3,Drinkin 40's, till it's dark
avenue a,the dictators,29,4,Talkin to a grey haired man
avenue a,the dictators,29,5,In a tie-dyed shirt and ragged pants
avenue a,the dictators,29,6,He said,
avenue a,the dictators,29,7,That's where the hippies used to play
avenue a,the dictators,29,8,Down on Avenue A
avenue a,the dictators,29,9,Susie got a new pair of shoes
avenue a,the dictators,29,10,Now she don't know what to do
avenue a,the dictators,29,11,So she's sitting in the Park
avenue a,the dictators,29,12,Smokin pot till it's dark
avenue a,the dictators,29,13,Talking to a toothless man
avenue a,the dictators,29,14,With spiky hair
avenue a,the dictators,29,15,And leather pants
avenue a,the dictators,29,16,He said,
avenue a,the dictators,29,17,I knew Stiv in the day
avenue a,the dictators,29,18,And that's where the junkies used to play
avenue a,the dictators,29,19,Down on Avenue A
avenue a,the dictators,29,20,When every memory is gone
avenue a,the dictators,29,21,And everything you know is wrong
avenue a,the dictators,29,22,Takin the edge off on a beautiful day
avenue a,the dictators,29,23,With a Frappacino and a cr̩??e brulee
avenue a,the dictators,29,24,Yeah, it's all over when you see a Range Rover
avenue a,the dictators,29,25,And to my bodega, I say hasta luega
avenue a,the dictators,29,26,it's not what you do, it's what you say
avenue a,the dictators,29,27,And it's not who you know, it's who you pay
avenue a,the dictators,29,28,Down on Avenue A
on broadway,the drifters,29,0,They say the neon lights are bright
on broadway,the drifters,29,1,On Broadway (on Broadway)
on broadway,the drifters,29,2,They say there's always magic in the air (on Broadway)
on broadway,the drifters,29,3,But when you're walkin' down that street
on broadway,the drifters,29,4,And you ain't got enough to eat
on broadway,the drifters,29,5,The glitter rubs right off and you're nowhere
on broadway,the drifters,29,6,They say the girls are somethin' else
on broadway,the drifters,29,7,On Broadway (on Broadway)
on broadway,the drifters,29,8,But lookin' at them just gives me the blues (on Broadway)
on broadway,the drifters,29,9,How ya gonna make some time
on broadway,the drifters,29,10,When all you got is one thin dime
on broadway,the drifters,29,11,And one thin dime won't even shine your shoes (on Broadway)
on broadway,the drifters,29,12,They say that I won't last too long on Broadway (on Broadway)
on broadway,the drifters,29,13,I'll catch a Greyhound bus for home they all say (on Broadway)
on broadway,the drifters,29,14,But they're wrong, I know they are
on broadway,the drifters,29,15,I can play this here guitar
on broadway,the drifters,29,16,And I won't quit till I'm a star
on broadway,the drifters,29,17,On Broadway (on Broadway)
on broadway,the drifters,29,18,But they're wrong, I know they are
on broadway,the drifters,29,19,I can play this here guitar
on broadway,the drifters,29,20,And I won't quit till I'm a star on Broadway (on Broadway)
on broadway,the drifters,29,21,On Broadway (on Broadway)
on broadway,the drifters,29,22,I'm gonna make it, yeah (on Broadway)
on broadway,the drifters,29,23,I'll be a big, big man (on Broadway)
on broadway,the drifters,29,24,I'll have my name in lights (on Broadway)
on broadway,the drifters,29,25,Everybody gonna know me (on Broadway)
on broadway,the drifters,29,26,All up and down Broadway (on Broadway)
on broadway,the drifters,29,27,All up and down Broadway (on Broadway)
on broadway,the drifters,29,28,All up and down Broadway
up in the streets of harlem,the drifters,24,0,Up in the streets of Harlem, 110th and Park
up in the streets of harlem,the drifters,24,1,That's where my baby waits for me, there in the dark
up in the streets of harlem,the drifters,24,2,And I'm going, going, going, going, going, gonna tell her, tonight
up in the streets of harlem,the drifters,24,3,Oh baby, don't wait for me I've got to go now
up in the streets of harlem,the drifters,24,4,Baby, don't you see we've got to show now
up in the streets of harlem,the drifters,24,5,That this world is much too slow now
up in the streets of harlem,the drifters,24,6,Up in the streets of Harlem (Harlem), 100th, 25th
up in the streets of harlem,the drifters,24,7,They say we always swing there what a lie what a myth
up in the streets of harlem,the drifters,24,8,And I'm going, going, going, going, going, gonna tell her, tonight
up in the streets of harlem,the drifters,24,9,Oh baby, don't turn your back on me I'm leaving
up in the streets of harlem,the drifters,24,10,I've gotta fight for what I believe in
up in the streets of harlem,the drifters,24,11,Don't want no more of hate and grievin'
up in the streets of harlem,the drifters,24,12,You know that I love you, but I'm going away
up in the streets of harlem,the drifters,24,13,From the streets, the streets of Harlem
up in the streets of harlem,the drifters,24,14,From the streets, the streets of Harlem
up in the streets of harlem,the drifters,24,15,Up in the streets of Harlem (Harlem), the tenements and the dirt
up in the streets of harlem,the drifters,24,16,I see my baby's face there full of shame, full of hurt
up in the streets of harlem,the drifters,24,17,And I'm going, going, going, going, going, gonna tell her, tonight
up in the streets of harlem,the drifters,24,18,Oh baby, please let me go, my friends are dyin'
up in the streets of harlem,the drifters,24,19,I can't sleep 'cause I know they're tryin'
up in the streets of harlem,the drifters,24,20,To keep the little ones from cryin'
up in the streets of harlem,the drifters,24,21,In the streets, the streets of Harlem
up in the streets of harlem,the drifters,24,22,In the streets, the streets of Harlem
up in the streets of harlem,the drifters,24,23,In the streets, the streets of Harlem
new york times,cat stevens,38,0,New York poor New York
new york times,cat stevens,38,1,New York poor New York
new york times,cat stevens,38,2,Cars choking your child to death
new york times,cat stevens,38,3,But you don't want to see
new york times,cat stevens,38,4,Cause you only think about yourself
new york times,cat stevens,38,5,How blind can you be
new york times,cat stevens,38,6,New York poor New York
new york times,cat stevens,38,7,Sniper on the rooftop New York
new york times,cat stevens,38,8,New York poor New York
new york times,cat stevens,38,9,Not fit for a dog in New York
new york times,cat stevens,38,10,Everybody bites on the Big Apple
new york times,cat stevens,38,11,Leave the hungry in tears
new york times,cat stevens,38,12,But no one gives a damn no one really cares
new york times,cat stevens,38,13,How they feel they're just paper people not real
new york times,cat stevens,38,14,You need a gun to walk into New York
new york times,cat stevens,38,15,Now you're broke and you're out on a ledge
new york times,cat stevens,38,16,Who can help you this time
new york times,cat stevens,38,17,Now you're down to your very last cent
new york times,cat stevens,38,18,Still you're askin' me who was your friend
new york times,cat stevens,38,19,I was your friend
new york times,cat stevens,38,20,New York poor New York
new york times,cat stevens,38,21,Who turned the lights out in New York
new york times,cat stevens,38,22,New York poor New York
new york times,cat stevens,38,23,Just another blackout in New York
new york times,cat stevens,38,24,Girl dead on the 26th floor
new york times,cat stevens,38,25,But no one knew her name
new york times,cat stevens,38,26,Found her body behind the door
new york times,cat stevens,38,27,Too young for the game
new york times,cat stevens,38,28,New York poor New York
new york times,cat stevens,38,29,Devils in the subway New York
new york times,cat stevens,38,30,New York poor New York
new york times,cat stevens,38,31,New York poor New York
new york times,cat stevens,38,32,Talkin' talkin' talkin', watch out
new york times,cat stevens,38,33,Harlem touching midtown New York
new york times,cat stevens,38,34,New York poor New York
new york times,cat stevens,38,35,Talkin' 'bout New York New York
new york times,cat stevens,38,36,Money's getting tighter New York
new york times,cat stevens,38,37,They're burning the bridges to New York
brooklyn queens,3rd bass,71,0,Brooklyn!
brooklyn queens,3rd bass,71,1,Brooklyn!
brooklyn queens,3rd bass,71,2,Real cool 'cause Brooklyn's cool!
brooklyn queens,3rd bass,71,3,Friday doin' the last day of school
brooklyn queens,3rd bass,71,4,Girls steppin' to the mall to swing
brooklyn queens,3rd bass,71,5,Settin' up dollars for their summer fling
brooklyn queens,3rd bass,71,6,Cars on the avenue create gridlock
brooklyn queens,3rd bass,71,7,And there's girls like MAD at the bus stop
brooklyn queens,3rd bass,71,8,Not waitin' on the bus, but waitin' on the cash flow
brooklyn queens,3rd bass,71,9,Fellas are laughin', gassin' the past hoe
brooklyn queens,3rd bass,71,10,Girl steps to me and pushes issue
brooklyn queens,3rd bass,71,11,That knot you got, is that money or tissue?
brooklyn queens,3rd bass,71,12,Feelin' on the bulge, thinkin' it's her own
brooklyn queens,3rd bass,71,13,I tell her that it's money and she should move on
brooklyn queens,3rd bass,71,14,She says she's pure from legs to her thighs
brooklyn queens,3rd bass,71,15,And we should talk over some Chinese and fries
brooklyn queens,3rd bass,71,16,I tell her to step, but hey that's the scene
brooklyn queens,3rd bass,71,17,'Cause she ain't nothin' but a Brooklyn Queen
brooklyn queens,3rd bass,71,18,[Chorus: x2]
brooklyn queens,3rd bass,71,19,We are looking for 'Brooklyn'
brooklyn queens,3rd bass,71,20,We are looking for the Brooklyn-Queens!
brooklyn queens,3rd bass,71,21,State the rhyme, borough of Brooklyn
brooklyn queens,3rd bass,71,22,Otherwise known as Crooklyn
brooklyn queens,3rd bass,71,23,Freaks fortify flesh with gold
brooklyn queens,3rd bass,71,24,Ears hang trunk, in a slave hold
brooklyn queens,3rd bass,71,25,Walk past, don't get the time of day
brooklyn queens,3rd bass,71,26,Played like suede, on a summer sway
brooklyn queens,3rd bass,71,27,Conversated, till I made her laugh
brooklyn queens,3rd bass,71,28,Said, "I'm Pete Nice, you want my autograph?"
brooklyn queens,3rd bass,71,29,Oval Office closed as she heard this
brooklyn queens,3rd bass,71,30,She said, "From third Bass? I could do this"
brooklyn queens,3rd bass,71,31,Listen closely, slowly took a swig of intoxicants
brooklyn queens,3rd bass,71,32,'Cause the Brooklyn Queen's a gold digger
brooklyn queens,3rd bass,71,33,[Chorus: x2]
brooklyn queens,3rd bass,71,34,Squared away with my digits and tonight's plans
brooklyn queens,3rd bass,71,35,When I feel a crab grab my right hand
brooklyn queens,3rd bass,71,36,Slapped her on the back, tried to calm her
brooklyn queens,3rd bass,71,37,Asking her, "Now what's the reason for the drama?"
brooklyn queens,3rd bass,71,38,Her next move was straight out of textbook
brooklyn queens,3rd bass,71,39,"Haven't we met before?" Giving me a sex look
brooklyn queens,3rd bass,71,40,Yo Wisdom, your lyrics are in bad taste
brooklyn queens,3rd bass,71,41,So I'm forced to give you nothing but the Gas Face
brooklyn queens,3rd bass,71,42,You better go, for hoppin' on the cab or bus
brooklyn queens,3rd bass,71,43,'Cause you're downtown and you're simply too fabulous
brooklyn queens,3rd bass,71,44,But get this, ain't this a humdinger?
brooklyn queens,3rd bass,71,45,She stepped to a retard sportin' a four-finger ring
brooklyn queens,3rd bass,71,46,Somewhere in the skin tight jeans
brooklyn queens,3rd bass,71,47,I'm gonna scoop the best of the Brooklyn-Queens
brooklyn queens,3rd bass,71,48,[Chorus]
brooklyn queens,3rd bass,71,49,Last exit to Brooklyn I enter
brooklyn queens,3rd bass,71,50,Carefully the Queen holds my scepter
brooklyn queens,3rd bass,71,51,Gettin' numb like a Derelict on scotch
brooklyn queens,3rd bass,71,52,I'm Dick Lewis, cause baby I'm watchin' you
brooklyn queens,3rd bass,71,53,scheme on a brother for a knot
brooklyn queens,3rd bass,71,54,To choose between the have and the have-not
brooklyn queens,3rd bass,71,55,Do you doubt the shade of vanilla?
brooklyn queens,3rd bass,71,56,I'll play Elvis and you play Priscilla
brooklyn queens,3rd bass,71,57,Oh he's no hero, better yet Billy Dee
brooklyn queens,3rd bass,71,58,Advertise cheap liquor for a fee
brooklyn queens,3rd bass,71,59,A Brooklyn Queen, rushes Russell Simmons
brooklyn queens,3rd bass,71,60,That's like Tyson rushin' Givens
brooklyn queens,3rd bass,71,61,[Chorus: x2]
brooklyn queens,3rd bass,71,62,Brooklyn!
brooklyn queens,3rd bass,71,63,Brooklyn-Queens
brooklyn queens,3rd bass,71,64,Brooklyn-Queens
brooklyn queens,3rd bass,71,65,Brooklyn-Queens
brooklyn queens,3rd bass,71,66,Who's on Prince Paul's cactus?
brooklyn queens,3rd bass,71,67,Brooklyn-Queens
brooklyn queens,3rd bass,71,68,Ha ha ha, yeah check it out
brooklyn queens,3rd bass,71,69,Brooklyn-Queens
brooklyn queens,3rd bass,71,70,Yo, 'Brooklyn-Queens
new york minute,don henley,76,0,Harry got up
new york minute,don henley,76,1,Dressed all in black
new york minute,don henley,76,2,Went down to the station
new york minute,don henley,76,3,And he never came back
new york minute,don henley,76,4,They found his clothing
new york minute,don henley,76,5,Scattered somewhere down the track
new york minute,don henley,76,6,And he won't be down on Wall Street in the morning
new york minute,don henley,76,7,He had a home
new york minute,don henley,76,8,The love of a girl
new york minute,don henley,76,9,But men get lost sometimes
