song,artist,total_phrase,phrase_count,lyric
danger zone,big l,64,27,I'm takin lives for a great price, I'm the type
danger zone,big l,64,28,To snap in heaven with a Mac-11 and rape Christ
danger zone,big l,64,29,And I'm fast to put a cap in a fag chest
danger zone,big l,64,30,The Big L's mad stressed, cause hell is my address
danger zone,big l,64,31,I'm on some satanic shit, strictly, little kids
danger zone,big l,64,32,Be wakin up cryin, yellin, "Mommy Big L is comin to get me!"
danger zone,big l,64,33,Cause one-three-nine and Lennox is the Danger Zone
danger zone,big l,64,34,Where no man can withstand or hold his own
danger zone,big l,64,35,Cause one-three-nine and Lennox is the Danger Zone
danger zone,big l,64,36,Where no man can withstand or hold his own
danger zone,big l,64,37,Cause one-three-nine and Lennox is the Danger Zone
danger zone,big l,64,38,Where no man can withstand or hold his own
danger zone,big l,64,39,Cause one-three-nine and Lennox is the Danger Zone
danger zone,big l,64,40,Where no man can withstand or hold his own
danger zone,big l,64,41,I keep a cutie with a soft booty, hoes be runnin up
danger zone,big l,64,42,"Can I get your autograph L?" No bitch, I'm off duty
danger zone,big l,64,43,I'm breakin hottie hearts, niggas drop when my shotty sparks
danger zone,big l,64,44,It ain't no food in my fridge just body parts
danger zone,big l,64,45,I keep the gear fresh, I keep the braids rugged
danger zone,big l,64,46,I never wear rubbers bitch, if I get AIDS, fuck it!
danger zone,big l,64,47,A beef with me, you better prevent it cause in a minute
danger zone,big l,64,48,I'll jump out a tinted rented, and leave a nigga body dented
danger zone,big l,64,49,And my swoll knob your main girl cold slobbed
danger zone,big l,64,50,And gave a blow job to my whole mob, with no prob'
danger zone,big l,64,51,Aiyyo crazy bitches slept with L
danger zone,big l,64,52,Then they niggas got mad and tried to step to L
danger zone,big l,64,53,But I'm sicker than a nigga that's in special ed
danger zone,big l,64,54,So I suggest you spread pretzelhead
danger zone,big l,64,55,'fore I turn your white sweatsuit red
danger zone,big l,64,56,One-three-nine and Lennox is the Danger Zone
danger zone,big l,64,57,Where no man can withstand or hold his own
danger zone,big l,64,58,Cause one-three-nine and Lennox is the Danger Zone
danger zone,big l,64,59,Where no man can withstand or hold his own
danger zone,big l,64,60,Cause one-three-nine and Lennox is the Danger Zone
danger zone,big l,64,61,Where no man can withstand or hold his own
danger zone,big l,64,62,Cause one-three-nine and Lennox is the Danger Zone
danger zone,big l,64,63,Where no man can withstand or hold his own
bushwick blues,delta spirit,37,0,Hold on to my hand
bushwick blues,delta spirit,37,1,Never let go, never let go
bushwick blues,delta spirit,37,2,We were just two kids acting tough
bushwick blues,delta spirit,37,3,Then we grew up, me, not so much
bushwick blues,delta spirit,37,4,All the other guys
bushwick blues,delta spirit,37,5,That you've seen
bushwick blues,delta spirit,37,6,Are nothing compared to me
bushwick blues,delta spirit,37,7,Because my love is strong
bushwick blues,delta spirit,37,8,And my heart is weak after all
bushwick blues,delta spirit,37,9,When we first met
bushwick blues,delta spirit,37,10,We spoke so brief
bushwick blues,delta spirit,37,11,When you sang a sonnet
bushwick blues,delta spirit,37,12,I hummed sweet relief
bushwick blues,delta spirit,37,13,Do you recall that night
bushwick blues,delta spirit,37,14,We took the L
bushwick blues,delta spirit,37,15,Out into Bushwick?
bushwick blues,delta spirit,37,16,It was colder than hell
bushwick blues,delta spirit,37,17,So maybe there
bushwick blues,delta spirit,37,18,We should have stopped
bushwick blues,delta spirit,37,19,'Cause I'm left here
bushwick blues,delta spirit,37,20,Feeling like a cop
bushwick blues,delta spirit,37,21,Because my love is strong
bushwick blues,delta spirit,37,22,And my heart is weak after all
bushwick blues,delta spirit,37,23,To the other side
bushwick blues,delta spirit,37,24,Of the state's return
bushwick blues,delta spirit,37,25,I met a young girl
bushwick blues,delta spirit,37,26,Well, I couldn't manage her
bushwick blues,delta spirit,37,27,Because I think of you
bushwick blues,delta spirit,37,28,In every girl I meet
bushwick blues,delta spirit,37,29,It's no relief
bushwick blues,delta spirit,37,30,That sounds to me just as sweet
bushwick blues,delta spirit,37,31,So maybe I'm the fool
bushwick blues,delta spirit,37,32,For feeling used
bushwick blues,delta spirit,37,33,By the way we kissed that night
bushwick blues,delta spirit,37,34,I though you knew
bushwick blues,delta spirit,37,35,Because my love is strong
bushwick blues,delta spirit,37,36,And my heart is weak after all
silver bells,barry manilow,28,0,Christmas makes you feel emotional
silver bells,barry manilow,28,1,It may bring parties or thoughts devotional
silver bells,barry manilow,28,2,Whatever happens or what may be,
silver bells,barry manilow,28,3,Here is what Christmas time means to me.
silver bells,barry manilow,28,4,City sidewalk, busy sidewalks
silver bells,barry manilow,28,5,Dressed in holiday style.
silver bells,barry manilow,28,6,In the air there's
silver bells,barry manilow,28,7,A feeling of Christmas.
silver bells,barry manilow,28,8,Children laughing, people passing,
silver bells,barry manilow,28,9,Meeting smile after smile,
silver bells,barry manilow,28,10,And on every street corner you'll hear:
silver bells,barry manilow,28,11,Silver bells, silver bells,
silver bells,barry manilow,28,12,It's Christmas time in the city.
silver bells,barry manilow,28,13,Ring-a-ling, hear them ring,
silver bells,barry manilow,28,14,Soon it will be Christmas day.
silver bells,barry manilow,28,15,City street lights,
silver bells,barry manilow,28,16,Even stop lights,
silver bells,barry manilow,28,17,Blink a bright red and green,
silver bells,barry manilow,28,18,As the shoppers rush home
silver bells,barry manilow,28,19,With their treasures.
silver bells,barry manilow,28,20,Hear the snow crunch,
silver bells,barry manilow,28,21,See the kids bunch,
silver bells,barry manilow,28,22,This is Santa's big scene,
silver bells,barry manilow,28,23,And above all this bustle you'll hear:
silver bells,barry manilow,28,24,Silver bells, silver bells,
silver bells,barry manilow,28,25,It's Christmas time in the city.
silver bells,barry manilow,28,26,Ring-a-ling, hear them ring,
silver bells,barry manilow,28,27,Soon it will be Christmas day.
violets for your furs,barry manilow,44,0,It was winter
violets for your furs,barry manilow,44,1,In Manhattan
violets for your furs,barry manilow,44,2,Falling snowflakes
violets for your furs,barry manilow,44,3,Ffilled the air
violets for your furs,barry manilow,44,4,The streets
violets for your furs,barry manilow,44,5,Were covered
violets for your furs,barry manilow,44,6,With a film of ice
violets for your furs,barry manilow,44,7,But
violets for your furs,barry manilow,44,8,A little simple magic
violets for your furs,barry manilow,44,9,That I'd heard
violets for your furs,barry manilow,44,10,About somewhere
violets for your furs,barry manilow,44,11,Changed the weather
violets for your furs,barry manilow,44,12,All around
violets for your furs,barry manilow,44,13,Just within a trice
violets for your furs,barry manilow,44,14,You bought me
violets for your furs,barry manilow,44,15,Violets for my furs
violets for your furs,barry manilow,44,16,And it was spring
violets for your furs,barry manilow,44,17,For a while, remember?
violets for your furs,barry manilow,44,18,You bought me
violets for your furs,barry manilow,44,19,Violets for my furs
violets for your furs,barry manilow,44,20,And there was April
violets for your furs,barry manilow,44,21,In that December
violets for your furs,barry manilow,44,22,The snow
violets for your furs,barry manilow,44,23,Drifted on the flowers
violets for your furs,barry manilow,44,24,And melted where it lay
violets for your furs,barry manilow,44,25,The snow looked like dew
violets for your furs,barry manilow,44,26,On the blossoms
violets for your furs,barry manilow,44,27,As on a summer day
violets for your furs,barry manilow,44,28,You bought me
violets for your furs,barry manilow,44,29,Violets for my furs
violets for your furs,barry manilow,44,30,And there was blue
violets for your furs,barry manilow,44,31,In the wintry sky
violets for your furs,barry manilow,44,32,You pinned
violets for your furs,barry manilow,44,33,The violets to my furs
violets for your furs,barry manilow,44,34,And gave a lift
violets for your furs,barry manilow,44,35,To the crowds passing by
violets for your furs,barry manilow,44,36,You smiled at me
violets for your furs,barry manilow,44,37,So sweetly
violets for your furs,barry manilow,44,38,Since
violets for your furs,barry manilow,44,39,Then one thought occurs
violets for your furs,barry manilow,44,40,That we fell
violets for your furs,barry manilow,44,41,In love completely
violets for your furs,barry manilow,44,42,The day you bought me
violets for your furs,barry manilow,44,43,Violets for my furs
have yourself a merry little christmas,barry manilow,23,0,Have your self a merry little Christmas
have yourself a merry little christmas,barry manilow,23,1,Let your heart be light
have yourself a merry little christmas,barry manilow,23,2,From now on our troubles
have yourself a merry little christmas,barry manilow,23,3,Will be out of sight
have yourself a merry little christmas,barry manilow,23,4,Have yourself a merry little Christmas
have yourself a merry little christmas,barry manilow,23,5,Make the yule tide gay
have yourself a merry little christmas,barry manilow,23,6,From now on our troubles will be miles away
have yourself a merry little christmas,barry manilow,23,7,Here we are as in olden days
have yourself a merry little christmas,barry manilow,23,8,Happy golden day of yours
have yourself a merry little christmas,barry manilow,23,9,Faithful friends who are dear to us
have yourself a merry little christmas,barry manilow,23,10,Gather near to us once more
have yourself a merry little christmas,barry manilow,23,11,Through the years we all will be together
have yourself a merry little christmas,barry manilow,23,12,If the faiths allow
have yourself a merry little christmas,barry manilow,23,13,Hang a shinning star
have yourself a merry little christmas,barry manilow,23,14,Upon the highest bow
have yourself a merry little christmas,barry manilow,23,15,And have your self a merry little Christmas now
have yourself a merry little christmas,barry manilow,23,16,They'll be near to us once more
have yourself a merry little christmas,barry manilow,23,17,Through the years we all will be together
have yourself a merry little christmas,barry manilow,23,18,If the faiths allow
have yourself a merry little christmas,barry manilow,23,19,Hang a shinning star
have yourself a merry little christmas,barry manilow,23,20,Upon the highest bow
have yourself a merry little christmas,barry manilow,23,21,And have your self a merry little Christmas now
have yourself a merry little christmas,barry manilow,23,22,A merry little Christmas now
forever and a day,barry manilow,30,0,FOREVER AND A DAY
forever and a day,barry manilow,30,1,They said we'd never last
forever and a day,barry manilow,30,2,A week, a month, a year
forever and a day,barry manilow,30,3,They shook their head
forever and a day,barry manilow,30,4,Dream on, they said, 'cause dreamers disappear
forever and a day,barry manilow,30,5,But here we are, no matter what they say
forever and a day,barry manilow,30,6,It's you and me forever and a day
forever and a day,barry manilow,30,7,We knew we had it right
forever and a day,barry manilow,30,8,We knew we broke the mold
forever and a day,barry manilow,30,9,They said have fun, it's kiss and run
forever and a day,barry manilow,30,10,Then back out in the cold
forever and a day,barry manilow,30,11,I could have told them
forever and a day,barry manilow,30,12,We were here to stay
forever and a day,barry manilow,30,13,To you and me forever and a day
forever and a day,barry manilow,30,14,Didn't we show them
forever and a day,barry manilow,30,15,Aren't they blown away
forever and a day,barry manilow,30,16,'Cause what ever time may do
forever and a day,barry manilow,30,17,Our love is through, forever
forever and a day,barry manilow,30,18,And once our hearts were full
forever and a day,barry manilow,30,19,And once we felt the flame
forever and a day,barry manilow,30,20,Such hunger then, much younger then
forever and a day,barry manilow,30,21,But really we're the same
forever and a day,barry manilow,30,22,And once the music played
forever and a day,barry manilow,30,23,And once they lit the light
forever and a day,barry manilow,30,24,And years ago, we felt a glow
forever and a day,barry manilow,30,25,So very like tonight
forever and a day,barry manilow,30,26,And now I know
forever and a day,barry manilow,30,27,It will always be that way
forever and a day,barry manilow,30,28,For you, for me,
forever and a day,barry manilow,30,29,Forever and a day
give my regards to broadway,barry manilow,8,0,Give my regards to Broadway
give my regards to broadway,barry manilow,8,1,Remember me to Herald Square
give my regards to broadway,barry manilow,8,2,Tell all the gang at Forty Second Street
give my regards to broadway,barry manilow,8,3,That I will soon be there
give my regards to broadway,barry manilow,8,4,Whisper of how I'm yearning
give my regards to broadway,barry manilow,8,5,To mingle with the old time throng
give my regards to broadway,barry manilow,8,6,Give my regards to old Broadway
give my regards to broadway,barry manilow,8,7,And say that I'll be there air long
one,barry manilow,19,0,Just one voice
one,barry manilow,19,1,Singing in the darkness
one,barry manilow,19,2,All it takes is one voice
one,barry manilow,19,3,Singing so they hear what's on your mind
one,barry manilow,19,4,And when you look around you'll find
one,barry manilow,19,5,There's more than
one,barry manilow,19,6,One voice
one,barry manilow,19,7,Singing in the darkness
one,barry manilow,19,8,Joining with your one voice
one,barry manilow,19,9,Each and every note another rock
one,barry manilow,19,10,And hands are joined and fears unlock
one,barry manilow,19,11,If only one voice
one,barry manilow,19,12,Would start it on it's own
one,barry manilow,19,13,You need just one voice
one,barry manilow,19,14,Facing the unknown
one,barry manilow,19,15,And then that one voice
one,barry manilow,19,16,Would never be alone
one,barry manilow,19,17,It takes that one voice
one,barry manilow,19,18,Pa pa pa pa pa, pa pa pa pa
new york city rhythm,barry manilow,37,0,(City rhythm, ooh, city rhythm, ooh, city rhythm, ooh)
new york city rhythm,barry manilow,37,1,When my heart (city rhythm) is torn apart (ooh)
new york city rhythm,barry manilow,37,2,By the love I wish I had
new york city rhythm,barry manilow,37,3,Well, I spend my (city rhythm) nights in the city's lights (ooh)
new york city rhythm,barry manilow,37,4,And things don't seem so bad
new york city rhythm,barry manilow,37,5,Ya know the movement seems to soothe me
new york city rhythm,barry manilow,37,6,And the tempo takes control
new york city rhythm,barry manilow,37,7,And I lose my blues
new york city rhythm,barry manilow,37,8,When the New York City rhythm fills my soul
new york city rhythm,barry manilow,37,9,It's the New York City rhythm runnin' though life (city rhythm)
new york city rhythm,barry manilow,37,10,The poundin' beat of the city streets that keeps my dreams alive
new york city rhythm,barry manilow,37,11,I'm lost (I'm lost), I'm found (I'm found)
new york city rhythm,barry manilow,37,12,I'm up (I'm up), I'm down, (I'm down) but somehow I survive
new york city rhythm,barry manilow,37,13,It's got to be the New York City rhythm in my life
new york city rhythm,barry manilow,37,14,Oh, it's got to be the New York City rhythm in my life, in my life
new york city rhythm,barry manilow,37,15,(City rhythm, ooh, city rhythm, ooh, city rhythm, ooh, city rhythm, ooh)
new york city rhythm,barry manilow,37,16,When I'm out (city rhythm) for love or sin (ooh)
new york city rhythm,barry manilow,37,17,Oh, it's good to be in town
new york city rhythm,barry manilow,37,18,In the funky (city rhythm) dives on the old west side (ooh)
new york city rhythm,barry manilow,37,19,There's always somethin' goin' down
new york city rhythm,barry manilow,37,20,Yes, I live my life with strangers
new york city rhythm,barry manilow,37,21,And the danger's always there
new york city rhythm,barry manilow,37,22,But when I hit Broadway and it's time to play
new york city rhythm,barry manilow,37,23,You know that I don't care
new york city rhythm,barry manilow,37,24,It's the New York City rhythm runnin' through' my life (city rhythm)
new york city rhythm,barry manilow,37,25,The poundin' beat of the city streets that keeps my dreams alive
new york city rhythm,barry manilow,37,26,I'm lost (I'm lost), I'm found (I'm found)
new york city rhythm,barry manilow,37,27,I'm up (I'm up), I'm down, (I'm down) but somehow I survive
new york city rhythm,barry manilow,37,28,It's got to be the New York City rhythm in my life
new york city rhythm,barry manilow,37,29,Oh, it's got to be the New York City rhythm in my life, in my life
new york city rhythm,barry manilow,37,30,(City rhythm, ooh, city rhythm)
new york city rhythm,barry manilow,37,31,Nueva York, Nueva York, Nueva York
new york city rhythm,barry manilow,37,32,Nueva York, Nueva York, Nueva York, Nueva York, Nueva York
new york city rhythm,barry manilow,37,33,Nueva York, Nueva York, Nueva York, Nueva York
new york city rhythm,barry manilow,37,34,(City rhythm ooh, city rhythm) New York City yeah (ooh, city rhythm, ooh)
new york city rhythm,barry manilow,37,35,(City rhythm) New York City yeah (city rhythm, ooh)
new york city rhythm,barry manilow,37,36,(City rhythm) New York City yeah (city rhythm, ooh)
brooklyn blues,barry manilow,32,0,See I flew in from the West Coast
brooklyn blues,barry manilow,32,1,Just the other day
brooklyn blues,barry manilow,32,2,Yes, I flew in from the West Coast
brooklyn blues,barry manilow,32,3,And we circled J.F.K.
brooklyn blues,barry manilow,32,4,The movie ended and I pulled up the shade
brooklyn blues,barry manilow,32,5,Looked out the window while the Muzak played
brooklyn blues,barry manilow,32,6,But in my head I'm singin'
brooklyn blues,barry manilow,32,7,Singin' the Brooklyn Blues, oh, yeah
brooklyn blues,barry manilow,32,8,When you're growin' up in Brooklyn
brooklyn blues,barry manilow,32,9,The Bridge is like a friend
brooklyn blues,barry manilow,32,10,Said when you're growin' up in Brooklyn
brooklyn blues,barry manilow,32,11,That Bridge is sure your friend
brooklyn blues,barry manilow,32,12,Because that river looks a hundred miles wide
brooklyn blues,barry manilow,32,13,When all your dreams are on the other side
brooklyn blues,barry manilow,32,14,And that can start you singin'
brooklyn blues,barry manilow,32,15,Singin' the Brooklyn Blues, oh, yeah
brooklyn blues,barry manilow,32,16,Now I've got myself some money
brooklyn blues,barry manilow,32,17,A mansion in Bel-aire
brooklyn blues,barry manilow,32,18,Yes, I've spent a lot of money
brooklyn blues,barry manilow,32,19,And I've been most everywhere
brooklyn blues,barry manilow,32,20,But still there's somethin' missin' I've got to find
brooklyn blues,barry manilow,32,21,A part of me I must have left behind
brooklyn blues,barry manilow,32,22,That makes a guy start feelin'
brooklyn blues,barry manilow,32,23,Feelin' those Brooklyn Blues, my my
brooklyn blues,barry manilow,32,24,I've sung love songs to a princess
brooklyn blues,barry manilow,32,25,More than once or twice
brooklyn blues,barry manilow,32,26,I've sung rock 'n' roll in Paris
brooklyn blues,barry manilow,32,27,Jazz in paradise
brooklyn blues,barry manilow,32,28,But there's a song of mine I couldn't have sung
brooklyn blues,barry manilow,32,29,A tune I started back when I was young
brooklyn blues,barry manilow,32,30,Now I've come home to finish
brooklyn blues,barry manilow,32,31,Finish my Brooklyn Blues, my Brooklyn Blues
chattanooga choo choo,barry manilow,15,0,Pardon me boy, is that the Chattanooga Choo Choo?
chattanooga choo choo,barry manilow,15,1,Track twenty nine, boy you can gimme a shine
chattanooga choo choo,barry manilow,15,2,I can afford to board a Chattanooga Choo Choo
chattanooga choo choo,barry manilow,15,3,I've got my fare and just a trifle to spare
chattanooga choo choo,barry manilow,15,4,You leave the Pennsylvania station 'bout a quarter to four
chattanooga choo choo,barry manilow,15,5,Read a magazine and then you're in Baltimore
chattanooga choo choo,barry manilow,15,6,Dinner in the diner, nothing could be finer
chattanooga choo choo,barry manilow,15,7,Than to have your ham 'n' eggs in Carolina
chattanooga choo choo,barry manilow,15,8,When you hear the whistle blowin' eight to the bar
chattanooga choo choo,barry manilow,15,9,Then you know that Tennessee is not very far
chattanooga choo choo,barry manilow,15,10,Shovel all the coal in, gotta keep it rollin'
chattanooga choo choo,barry manilow,15,11,Woo, woo, Chattanooga, there you are
chattanooga choo choo,barry manilow,15,12,There's gonna be a certain party at the station
chattanooga choo choo,barry manilow,15,13,Satin and lace, I used to call funny face
chattanooga choo choo,barry manilow,15,14,She's gonna cry until I tell her that I'll never roam
avenue c,barry manilow,89,0,Brass: N. Y. I dig
avenue c,barry manilow,89,1,Reeds: What about it?
avenue c,barry manilow,89,2,Brass: N. Y. is big
avenue c,barry manilow,89,3,Reeds: People tout it
avenue c,barry manilow,89,4,Brass: I flip my wig
avenue c,barry manilow,89,5,Reeds: What about?
avenue c,barry manilow,89,6,Brass: 'Bout a street I dig
avenue c,barry manilow,89,7,Piano (Basie's solo): One day I was walkin' n'
avenue c,barry manilow,89,8,Finally came upon a series of alphabet streets
avenue c,barry manilow,89,9,A-be	-see and D, but I went for "see"
avenue c,barry manilow,89,10,The most of the hard-to-forget streets
avenue c,barry manilow,89,11,It's really and truly the dilly of all m'pet streets
avenue c,barry manilow,89,12,Tenor sax: Hey, hey, hey everybody now
avenue c,barry manilow,89,13,Brass: Come go walkin' with me now
avenue c,barry manilow,89,14,Walk up avenue see now
avenue c,barry manilow,89,15,Chicks all lookin' so pretty
avenue c,barry manilow,89,16,They don't give me no pity
avenue c,barry manilow,89,17,Avenue see is the grooviest in the city
avenue c,barry manilow,89,18,Tenor sax: I never dug an avenue so enjoyable to me
avenue c,barry manilow,89,19,"see" Avenue is groovy
avenue c,barry manilow,89,20,Yes it was groovy as it could be
avenue c,barry manilow,89,21,Brass: Walk with me down Avenue see
avenue c,barry manilow,89,22,Tenor sax: Man I really hope to say
avenue c,barry manilow,89,23,Brass: Come on baby, while we ramble
avenue c,barry manilow,89,24,Walk beside me while we ramble
avenue c,barry manilow,89,25,Tenor sax: You dig it too I feel you do
avenue c,barry manilow,89,26,What a scenic hike
avenue c,barry manilow,89,27,It's a walk that you're bound to like
avenue c,barry manilow,89,28,Brass: why'got "be	" on the one side
avenue c,barry manilow,89,29,Reeds: "A"
avenue c,barry manilow,89,30,Brass: "D" on the other
avenue c,barry manilow,89,31,Reeds: "be	"
avenue c,barry manilow,89,32,Brass: "see" in the middle
avenue c,barry manilow,89,33,Reeds: "see"
avenue c,barry manilow,89,34,Brass and Reeds: Baby!
avenue c,barry manilow,89,35,Trumpet: The reason that you're feelin' so down, babe
avenue c,barry manilow,89,36,Is 'cause you live in Stuyvesant Town, babe
avenue c,barry manilow,89,37,I dug you down in Hamilton Fish, babe
avenue c,barry manilow,89,38,And realized that you were my dish, babe
avenue c,barry manilow,89,39,Walkin' home and you can walk with me
avenue c,barry manilow,89,40,Walkin' hand in hand up Avenue see, Oh babe
avenue c,barry manilow,89,41,And while we're walkin' we can do some talkin'
avenue c,barry manilow,89,42,While the people dig us wonderin' what we're puttin' down
avenue c,barry manilow,89,43,While we, happy as we can be, glide on
avenue c,barry manilow,89,44,Takin' life in stride up to Murphy Park there beside the river
avenue c,barry manilow,89,45,Brass: Well our feet got rhythm
avenue c,barry manilow,89,46,Reeds: Pure pedal syncopation
avenue c,barry manilow,89,47,Brass: 'N when we walk with 'em
avenue c,barry manilow,89,48,Reeds: Demandin' admiration
avenue c,barry manilow,89,49,Brass: Well our step is snappy
avenue c,barry manilow,89,50,Reeds: Dig people step aside now
avenue c,barry manilow,89,51,Brass: Because we're so happy
avenue c,barry manilow,89,52,Reeds: We're takin' life in stride now
avenue c,barry manilow,89,53,Brass: Avenue see your vibrations are followin' me. Oh yes
avenue c,barry manilow,89,54,Reeds: Everybody busily lookin'
avenue c,barry manilow,89,55,Brass: Yes yes
avenue c,barry manilow,89,56,Reeds: Me and baby steadily cookin'
avenue c,barry manilow,89,57,Brass: Yes yes
avenue c,barry manilow,89,58,Reeds: Start at one end talkin' and movin'
avenue c,barry manilow,89,59,Brass: Yes yes
avenue c,barry manilow,89,60,Reeds: To the other wiggin' and groovin'
avenue c,barry manilow,89,61,Brass: So come
avenue c,barry manilow,89,62,Reeds: You should
avenue c,barry manilow,89,63,Brass: And view
avenue c,barry manilow,89,64,Reeds: I would
avenue c,barry manilow,89,65,Brass: This Ave-
avenue c,barry manilow,89,66,Reeds: You could
avenue c,barry manilow,89,67,Brass: Venue
avenue c,barry manilow,89,68,Reeds: It's good
avenue c,barry manilow,89,69,Brass: Walk on
avenue c,barry manilow,89,70,Reeds: "see" Avenue, see it my way
avenue c,barry manilow,89,71,Brass: Talk on
avenue c,barry manilow,89,72,Reeds: No better view on a highway
avenue c,barry manilow,89,73,Ensemble: Big town you don't know 'till you see it
avenue c,barry manilow,89,74,Brass: Walk on
avenue c,barry manilow,89,75,Reeds: I never saw such a wonderful sight
avenue c,barry manilow,89,76,Drum break
avenue c,barry manilow,89,77,Ensemble: You're gonna love it
avenue c,barry manilow,89,78,Break
avenue c,barry manilow,89,79,Brass: I'm hip, you'll flip
avenue c,barry manilow,89,80,Reeds: When you dig it you'll stop and linger
avenue c,barry manilow,89,81,Brass: You'll pop your top
avenue c,barry manilow,89,82,Reeds: What a pleasure and what a swinger
avenue c,barry manilow,89,83,Ensemble: Go dig it cop that view it's bound to thrill you
avenue c,barry manilow,89,84,(Come on, come on, go)
avenue c,barry manilow,89,85,Go dig it cop that view it's bound to thrill you
avenue c,barry manilow,89,86,(Come on, come on, now, go)
avenue c,barry manilow,89,87,Go dig it cop that view it's bound to thrill you
avenue c,barry manilow,89,88,Go dig it cop that view it's bound to thrill you
hold on,carole king,13,0,Heavy chains have been broken
hold on,carole king,13,1,The old ones have spoken
hold on,carole king,13,2,Old young friend of ours
hold on,carole king,13,3,It won't be long until we can touch the stars
hold on,carole king,13,4,Like a quicksilver flash, your liquid light
hold on,carole king,13,5,Flows into our hearts and makes us feel allright
hold on,carole king,13,6,Hold on until we can get there
hold on,carole king,13,7,You know when we get there
hold on,carole king,13,8,All the dark forces will be gone
hold on,carole king,13,9,We need each other now more than ever
hold on,carole king,13,10,Our love is the sun--young lord of the light
hold on,carole king,13,11,It's a shame that one such as you
hold on,carole king,13,12,Should have to walk this cold and lonely night
avenue p,carole king,54,0,In dreams
avenue p,carole king,54,1,It seems
avenue p,carole king,54,2,I always see
avenue p,carole king,54,3,Avenue P
avenue p,carole king,54,4,As it ought to be
avenue p,carole king,54,5,In a four-star movie
avenue p,carole king,54,6,Directed by me
avenue p,carole king,54,7,And starring, of course,
avenue p,carole king,54,8,Yours truly,
avenue p,carole king,54,9,Rosie
avenue p,carole king,54,10,In this fabulous movie
avenue p,carole king,54,11,You're all gonna see
avenue p,carole king,54,12,An entirely different Avenue P
avenue p,carole king,54,13,Imagine me
avenue p,carole king,54,14,In a jungle gown!
avenue p,carole king,54,15,And Avenue P, a jungle town!
avenue p,carole king,54,16,With King Kong
avenue p,carole king,54,17,Swinging out of a tree
avenue p,carole king,54,18,And carrying me
avenue p,carole king,54,19,Over that jungle Avenue P
avenue p,carole king,54,20,Right!
avenue p,carole king,54,21,You don't have to sit
avenue p,carole king,54,22,With your face in a droop
avenue p,carole king,54,23,On the stoop
avenue p,carole king,54,24,Cause your mama the boss
avenue p,carole king,54,25,Says you better not cross
avenue p,carole king,54,26,That old Avenue P
avenue p,carole king,54,27,In a jungle you're free!
avenue p,carole king,54,28,The tom-tom beats
avenue p,carole king,54,29,The tiger carouses
avenue p,carole king,54,30,The jungle creeps over the red brick houses
avenue p,carole king,54,31,And for chillers and thrillers
avenue p,carole king,54,32,I train giant gorillas
avenue p,carole king,54,33,To chase mamas and papas
avenue p,carole king,54,34,Clippety-cloppety
avenue p,carole king,54,35,Thumping their breasts
avenue p,carole king,54,36,Roaring, 'get off my property!'
avenue p,carole king,54,37,No one's allowed
avenue p,carole king,54,38,Who says maybe or no
avenue p,carole king,54,39,They gotta get out
avenue p,carole king,54,40,They just gotta go
avenue p,carole king,54,41,Right!
avenue p,carole king,54,42,In dreams
avenue p,carole king,54,43,It seems
avenue p,carole king,54,44,I always see
avenue p,carole king,54,45,Avenue P
avenue p,carole king,54,46,As it ought to be
avenue p,carole king,54,47,A terrific place
avenue p,carole king,54,48,For people like me
avenue p,carole king,54,49,You'll see
avenue p,carole king,54,50,I'll make it that way
avenue p,carole king,54,51,Someday
avenue p,carole king,54,52,Avenue P as it ought to be
avenue p,carole king,54,53,Avenue P as it ought to be
one,carole king,29,0,Poetic phrases come to mind
one,carole king,29,1,Whenever I find injustice being done
one,carole king,29,2,And I wonder, what am I gonna do
one,carole king,29,3,What can one do except to be one
one,carole king,29,4,Talking to two, touching three
one,carole king,29,5,Growing to four million
one,carole king,29,6,Each of us is one-all of us are one
one,carole king,29,7,I go through phases when I realize
one,carole king,29,8,It wouldn't be wise to try and bring it down
one,carole king,29,9,And I wonder, what am I gonna do
one,carole king,29,10,What should one do except just be around
one,carole king,29,11,Staying alive, putting out love
one,carole king,29,12,Growing to five billion
one,carole king,29,13,Each of us is one-all of us are one
one,carole king,29,14,Open your heart and let the love come shining through
one,carole king,29,15,And you will do what you need to do
one,carole king,29,16,To know just where the other you is coming from
one,carole king,29,17,He is one-she is one
one,carole king,29,18,A tree is one-the earth is one-the universe is one
one,carole king,29,19,I am one-we are one
one,carole king,29,20,It just amazes me that I can be
one,carole king,29,21,Part of the energy it takes to serve each other
one,carole king,29,22,And I wonder what am I gonna do
one,carole king,29,23,What can one do
one,carole king,29,24,Except be one
one,carole king,29,25,Each of us is one-all of us are one
one,carole king,29,26,We are one
one,carole king,29,27,What am I gonna do
one,carole king,29,28,Be one
have yourself a merry little christmas,carole king,16,0,Have yourself a merry little Christmas,
have yourself a merry little christmas,carole king,16,1,Let your heart be light
have yourself a merry little christmas,carole king,16,2,From now on,
have yourself a merry little christmas,carole king,16,3,Our troubles will be out of sight
have yourself a merry little christmas,carole king,16,4,Have yourself a merry little Christmas,
have yourself a merry little christmas,carole king,16,5,Make the Yule-tide gay,
have yourself a merry little christmas,carole king,16,6,From now on,
have yourself a merry little christmas,carole king,16,7,Our troubles will be miles away.
have yourself a merry little christmas,carole king,16,8,Here we are as in olden days,
